job_title,company_name,location,ctc,experience,posted
Junior Talent Acquisition Executive,Merito,Pune,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago
Junior Social Media Marketing Executive,Global Brand Resources Private Limited,Gandhidham,"₹ 2,50,000 - 3,00,000",0-2 years,1 week ago
Manager Sales,GBH Automechanics,Work from home,"₹ 2,50,000 - 6,00,000",0-5 years,1 week ago
Computer Operator Executive,Marwood Infotech,Work from home,"₹ 5,00,000 - 7,00,000",0-5 years,1 week ago
Office Assistant,Marwood Infotech,Work from home,"₹ 5,00,000 - 7,00,000",0-5 years,1 week ago
Human Resources (HR) Executive,Zylu Business Solutions Private Limited,Work from home,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
Business Development Executive,WeMakeScholars,"Gujarat, Vishakhapatnam, Begumpet, Hyderabad, Bhopal, Mumbai, Vijayawada, Secunderabad, Delhi, Indore, Pune, Ranchi, Warangal, Lucknow, Patna","₹ 3,00,000 - 3,70,000",0-2 years,1 week ago
Business Development Associate (Field Sales),Zapplr Media Private Limited (English Genie),Tirupati,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
Digital Marketing Specialist,YMGrad,Delhi,"₹ 3,00,000 - 3,50,000",0-2 years,1 week ago
Business Account Executive,GO MO Group,Pune,"₹ 5,00,000 - 6,00,000",0-5 years,1 week ago
Graphic Designer,International Skill Development Corporation,Bangalore,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
CRM,Farmley,Noida,"₹ 2,00,000 - 2,16,000",0-2 years,1 week ago
Data Entry Specialist,Techrosters,Work from home,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
Customer Relation Manager,ELV Projects Private Limited,Bangalore,"₹ 3,00,000 - 3,60,000",0-2 years,1 week ago
Sales Officer,Fervour Technologies,Hyderabad,"₹ 2,40,000 - 2,41,000",0-2 years,1 week ago
Sales And Marketing,Glan Management Consultancy Pvt Ltd,Noida,"₹ 2,50,000 - 3,00,000",0-2 years,1 week ago
Copywriter,Natural Hege,Hyderabad,"₹ 3,50,000 - 4,00,000",0-2 years,1 week ago
Graphic Designer,Yum Plum Pvt Ltd,Delhi,"₹ 3,00,000 - 3,50,000",0-2 years,1 week ago
Educational Video Creator,SR Edu Technologies,Hyderabad,"₹ 3,00,000 - 4,00,000",0-2 years,1 week ago
Inside Sales Executive,ENPRISE ENLISTING PVT. LTD,"Chennai, Delhi, Gurgaon, Kolkata, Lucknow, Bangalore, Varanasi, Hyderabad, Kanpur Dehat, Noida","₹ 3,00,000 - 4,00,000",0-2 years,1 week ago
Customer Service Executive,WhizJuniors,Mumbai,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
Business Development Associate,UFaber Edutech,Noida,"₹ 2,40,000 - 3,00,000",0-2 years,"1 week ago


Be an early applicant"
Business Development Executive,Provost Solutions,Hyderabad,"₹ 2,00,000",0-2 years,1 week ago
Lead Closing Specialist,Primite Marketing,Gurgaon,"₹ 2,50,000 - 9,00,000",0-5 years,1 week ago
IT Sales,Persystent Consultancy,"Ghaziabad, Delhi, Noida","₹ 3,00,000 - 4,20,000",0-2 years,1 week ago
Administrative Executive,Tent N' Trails,Work from home,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
Site Supervisor,Sumanth Reddy,Hyderabad,"₹ 5,00,000 - 6,00,000",0-5 years,1 week ago
Business Analyst,Future Skills,Hyderabad,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago
Sales Manager,Orango Solutions,Imphal,"₹ 3,00,000 - 4,00,000",0-2 years,1 week ago
Data Scientist,Future Skills,Hyderabad,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago
Graphic Designer,Socnity Media,Pune,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
Marketing Manager,Raksha Industries,Work from home,"₹ 2,00,000",0-2 years,1 week ago
Digital Marketing Manager,Mahalka,Work from home,"₹ 3,60,000 - 6,00,000",0-5 years,1 week ago
Business Development Executive,Advait Business Solutions Private Limited,Ahmedabad,"₹ 2,00,000 - 5,00,000",0-5 years,1 week ago
Bookkeeping Executive,"Oaktree Equity (Elyria, United States)",Work from home,"$ 3,000 - 3,600",0-2 years,1 week ago
iOS App Developer,Buddha Education Association Incorporation,Work from home,"₹ 5,00,000",0-5 years,1 week ago
Artificial Intelligence (AI) Executive,Buddha Education Association Incorporation,Work from home,"₹ 8,00,000 - 12,00,000",0-5 years,1 week ago
Marketing Executive,Buddha Education Association Incorporation,Work from home,"₹ 6,00,000 - 7,00,000",0-5 years,1 week ago
Finance Executive,Buddha Education Association Incorporation,Work from home,"₹ 5,00,000 - 8,00,000",0-5 years,1 week ago
Human Resources (HR) Specialist,Buddha Education Association Incorporation,Pune,"₹ 8,00,000 - 10,00,000",0-5 years,1 week ago
Data Scientist,Buddha Education Association Incorporation,Work from home,"₹ 6,00,000 - 8,50,000",0-5 years,1 week ago
Backend Developer,Buddha Education Association Incorporation,Work from home,"₹ 5,00,000 - 8,00,000",0-5 years,1 week ago
Front End Developer,Buddha Education Association Incorporation,Work from home,"₹ 4,00,000 - 8,00,000",0-5 years,1 week ago
Junior Operations Executive,UFaber Edutech,Work from home,"₹ 2,00,000 - 2,10,000",0-2 years,1 week ago
Digital Marketing Associate,Testbook,Noida,"₹ 3,00,000 - 4,00,000",0-2 years,1 week ago
Associate Accountant,Stackfusion Private Limited,"Pune, Gurgaon","₹ 2,40,000 - 5,00,000",0-5 years,1 week ago
Associate Content Writer,Verbinden Communication Private Limited,Work from home,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
Audit Assistant,JVB & Company,Mumbai,"₹ 2,40,000",0-2 years,1 week ago
Associate Analyst,Finxera India Private Limited (Acquired By Priority Holdings),Chandigarh,"₹ 2,00,000",0-2 years,1 week ago
Founders Office Manager,LineupX,Mumbai,"₹ 2,00,000 - 3,60,000",0-2 years,1 week ago
Content & E-commerce Management Executive,Pixowl Productions,Delhi,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
Telecaller,Refer Loan Private Limited,Work from home,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
Web Developer,The Brand Exact (TBE),Noida,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
Digital Marketing Executive,VA Mantra,Surat,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
Architect,RRA Project Management,Gurgaon,"₹ 4,10,000 - 5,00,000",0-5 years,1 week ago
Inside Sales Representative,Knowledgeworks Innovative Linguistic Solutions Private Limited,Bangalore,"₹ 2,25,000 - 2,75,000",0-2 years,1 week ago
Full Stack Developer,ScholarNest Technologies Private Limited,Bangalore,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
Junior Search Engine Optimization (SEO) Executive,Intact QuickBooks Corporate Solution LLP,Ahmedabad,"₹ 2,00,000 - 4,80,000",0-2 years,1 week ago
Accountant,Jain & Jain Travels,Ahmedabad,"₹ 2,00,000 - 2,10,000",0-2 years,1 week ago
Telecaller,Your Placement Guide,Bangalore,"₹ 2,70,000 - 3,60,000",0-2 years,1 week ago
Business Development Executive,Math Creations Private Limited,Bangalore,"₹ 2,40,000 - 4,20,000",0-2 years,1 week ago
Business Development Manager,EternalFlowers,Kochi,"₹ 2,25,000 - 3,00,000",0-2 years,1 week ago
Business Development Executive,Zyoin Web Private Limited,Bangalore,"₹ 3,00,000 - 4,00,000",0-2 years,1 week ago
Junior SEO Analyst,Betatest Solutions Private Limited,Work from home,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
Accounting Executive,Mapasu Consulting Services,Kolkata,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
Investment Banker (Fresher),Imarticus,Mumbai,"₹ 2,00,000 - 5,00,000",0-5 years,1 week ago
Academic Counselor,Euro Dreams Eduverseas Private Limited,Indore,"₹ 2,00,000 - 2,10,000",0-2 years,1 week ago
Business Development Executive,Envision Overseas Education Consultants,"Mumbai, Pune, Bangalore, Ahmedabad, Delhi","₹ 2,50,000 - 5,00,000",0-5 years,1 week ago
Relationship Manager (Field Sales),Acme Services,Mumbai,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
Digital Marketing Executive,Bluez Infomatic Solutions,"Tiruppur, Coimbatore","₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
Creative Designer,Kshemya,Noida,"₹ 2,30,000 - 3,50,000",0-2 years,1 week ago
Administration Associate,Pankaj Chandna & Company,Sonipat,"₹ 2,40,000 - 3,00,000",0-2 years,1 week ago
Associate Content Writer,Oriental Consultants,Lucknow,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
Telecaller,The Spider India,Chennai,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
Sales Development Representative,Cloudaeon Software Technology Private Limited,Pune,"₹ 3,50,000 - 4,50,000",0-2 years,1 week ago
Junior Graphic Designer,Kali Coffee,Mumbai,"₹ 2,00,000 - 2,20,000",0-2 years,1 week ago
Office And Accounts Executive,Wisdom Tree,Gurgaon,"₹ 2,60,000 - 3,00,000",0-2 years,1 week ago
Business Development Executive,Talking Crooks IT Private Limited,Work from home,"₹ 2,04,000 - 4,50,000",0-2 years,1 week ago
Corporate Sales Executive,Harkoi,Mumbai,"₹ 2,00,000",0-2 years,1 week ago
Customer Support Executive,Urbanium Private Limited (Worksy),Kolkata,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
Tellercaller,Earnestroi Solutions,Mumbai,"₹ 2,00,000",0-2 years,1 week ago
Junior Search Engine Optimization (SEO) Associate,The Concept Company,Mumbai,"₹ 2,00,000",0-2 years,1 week ago
Junior Social Media Marketing Specialist,Seven Pillars Design Studio,Bangalore,"₹ 2,00,000 - 2,25,000",0-2 years,1 week ago
Social Media Marketing Executive,De Sorpresa,Delhi,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
Business Development Executive,Kanchan Cassette & Series (KSeries),Jaipur,"₹ 2,00,000 - 5,00,000",0-5 years,1 week ago
HR Trainee,Wildnet Technologies Private Limited,Noida,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
Customer Service Associate,Gift It Right,Delhi,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
Project Executive,Cognus Technology,Jaipur,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
Inside Sales Associate,Livofy,Gurgaon,"₹ 3,00,000 - 4,00,000",0-2 years,1 week ago
Office Executive,Areca,Guwahati,"₹ 2,00,000",0-2 years,1 week ago
Guest Service Associate-Front Office,Stay Bird Hotels & Apartments,Pune,"₹ 2,00,000 - 2,05,000",0-2 years,1 week ago
Site Engineer,Wakode Builders,Pune,"₹ 2,00,000 - 2,20,000",0-2 years,1 week ago
React Native Developer,Metricoid Technology Solutions Private Limited,Work from home,"₹ 2,10,000 - 2,20,000",0-2 years,1 week ago
Flutter Developer,Think Again Lab,Kolkata,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
Junior Graphic Designer,QI Spine Clinic,Mumbai,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
Agency Sales Officer,Bajaj Allianz Life Insurance Company,"Navi Mumbai, Mumbai, Thane","₹ 2,28,000 - 6,00,000",0-5 years,1 week ago
Human Resources (HR) Executive,International Certification Services,Mumbai,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
Business Development Executive,Thetechgalore,Work from home,"₹ 2,00,000",0-2 years,1 week ago
Business Development Executive,Loanwise Financial Services Private Limited,Work from home,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
Ground Staff,Skytech Aviation,"Sultanpur, Sitapur, Kushinagar, Kanpur Dehat, Delhi, Deoria, Gorakhpur, Jhansi, Lucknow","₹ 2,00,000 - 3,50,000",0-2 years,1 week ago
Warehouse Executive/Team Leader,Flipkart,Bangalore,"₹ 2,50,000 - 4,50,000",0-2 years,1 week ago
Senior Photographer,Buddha Education Association Incorporation,Work from home,"₹ 6,00,000 - 7,00,000",0-5 years,1 week ago
Chartered Accountant (CA),Buddha Education Association Incorporation,Work from home,"₹ 8,00,000 - 9,00,000",0-5 years,1 week ago
Mobile App Developer,Buddha Education Association Incorporation,"Mumbai, Pune, Delhi","₹ 6,00,000 - 10,00,000",0-5 years,1 week ago
Blockchain Developer,Buddha Education Association Incorporation,"Bangalore, Mumbai, Pune, Delhi","₹ 10,00,000 - 18,00,000",0-5 years,1 week ago
Senior Software Developer,Buddha Education Association Incorporation,"Mumbai, Pune","₹ 4,00,000 - 5,00,000",0-5 years,1 week ago
Full Stack Developer,Buddha Education Association Incorporation,Work from home,"₹ 5,00,000 - 10,00,000",0-5 years,1 week ago
Front Desk Manager,Ubuntu Eat,Kolkata,"₹ 2,00,000 - 2,00,001",0-2 years,1 week ago
Digital Marketing Manager,Sam Global Trading,Bhavnagar,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
Business Development Executive,Thoughtsol Infotech Private Limited,Delhi,"₹ 3,50,000 - 4,00,000",0-2 years,1 week ago
Telecaller,Kora By N M Fashion Pvt. Ltd,Mumbai,"₹ 2,00,000 - 2,30,000",0-2 years,1 week ago
Associate Design Engineer,Macrolytics Technology Services Private Limited,Bangalore,"₹ 3,00,000 - 4,20,000",0-2 years,1 week ago
WordPress Developer,Luxe BrandMakers Private Limited,Jaipur,"₹ 3,00,000 - 3,10,000",0-2 years,1 week ago
Sales & Marketing Expert,Praiselite Technologies Private Limited,Pune,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
Bitrix24 Developer,VortexWeb,Work from home,"₹ 3,00,000 - 4,00,000",0-2 years,1 week ago
Influencer Marketing Specialist,Confluencr,Bangalore,"₹ 3,00,000 - 6,00,000",0-5 years,"1 week ago


Be an early applicant"
PHYSICS/CHEMISTRY FACULTY FOR JEE/NEET,M.M. Memorial Public Senior Secondary School,Odhan,"₹ 5,00,000 - 8,00,000",0-5 years,1 week ago
Backend Operating Executive,A1 Advance,"Anantapur, Guntur, Kadapa, Kurnool, Madanapalle, Rajamahendravaram, Srikakulam, Tenali, Vizianagaram, Visakhapatnam, Proddatur, Nellore, Vijayawada, Ongole, Nandyala","₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
Product Marketing Executive,A1 Advance,"Anantapur, Guntur, Kadapa, Kurnool, Madanapalle, Nandyala, Srikakulam, Visakhapatnam, Vizianagaram, Tenali, Rajamahendravaram, Nellore, Ongole, Vijayawada, Proddatur","₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
Receptionist,A1 Advance,"Kadapa, Madanapalle, Kurnool, Vizianagaram, Guntur, Anantapur, Tenali, Srikakulam, Rajamahendravaram, Visakhapatnam, Nandyal, Nellore, Vijayawada, Ongole, Prodduturu","₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
Finance Executive,A1 Advance,"Nellore, Ongole, Vijayawada, Kadapa, Rajamahendravaram, Madanapalle, Kurnool, Guntur, Anantapur, Srikakulam, Nandyal, Proddatur, Visakhapatnam, Vizianagaram, Tenali","₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
Administration Executive,A1 Advance,"Nellore, Vijayawada, Ongole, Kurnool, Srikakulam, Rajamahendravaram, Madanapalle, Kadapa, Guntur, Visakhapatnam, Nandyal, Proddatur, Anantapur, Vizianagaram, Tenali","₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
IT Project Co-ordinator,A1 Advance,"Proddatur, Srikakulam, Visakhapatnam, Vizianagaram, Tenali, Nellore, Ongole, Vijayawada, Nandyal, Guntur, Kurnool, Kadapa, Anantapur, Rajamahendravaram, Madanapalle","₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
Product Marketing Executive,A1 Advance,"Trichey, Tambaram Sanatorium, Kancheepuram, Tiruchipalli, Tirunelveli, Chennai, Thanjavur, Kanyakumari, Madurai, Coimbatore, Cuddalore, Salem, Kanchipuram, Vellore","₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
Backend Operating Executive,A1 Advance,"Cuddalore, Kanyakumari, Kanchipuram, Vellore, Chennai, Thanjavur, Trichey, Kancheepuram, Tambaram Sanatorium, Tiruchipalli, Salem, Tirunelveli, Coimbatore, Madurai","₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
IT Project Co-ordinator,A1 Advance,"Kancheepuram, Tambaram Sanatorium, Chennai, Coimbatore, Madurai, Tirunelveli, Kanyakumari, Thanjavur, Vellore, Kanchipuram, Cuddalore, Salem, Tiruchipalli, Trichey","₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
Finance Executive,A1 Advance,"Chennai, Kanyakumari, Coimbatore, Madurai, Tirunelveli, Cuddalore, Kanchipuram, Vellore, Thanjavur, Salem, Tiruchipalli, Tambaram Sanatorium, Tirchy, Kancheepuram","₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
Administration Executive,A1 Advance,"Trichey, Kancheepuram, Tambaram Sanatorium, Tiruchipalli, Salem, Coimbatore, Chennai, Madurai, Kanyakumari, Thanjavur, Tirunelveli, Kanchipuram, Cuddalore, Vellore","₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
Product Marketing Executive,A1 Advance,"Chitradurga, Hosapete, Bangalore, Gadag, Uttara Kannada, Davangere, Hassan, Udupi, Tumkur, Shivamogga, Ballari, Kalaburagi, Koppal, Mangaluru, Vijayapura","₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
Backend Operating Executive,A1 Advance,"Hassan, Tumakuru, Davangere, Udupi, Shivamogga, Mangaluru, Chitradurga, Vijayapura, Koppal, Kalaburagi, Bangalore, Uttara Kannada, Gadag, Hosapete, Ballari","₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
Finance Executive,A1 Advance,"Ballari, Kalaburagi, Koppal, Mangaluru, Vijayapura, Chitradurga, Hosapete, Bangalore, Gadag, Uttara Kannada, Davangere, Tumakuru, Hassan, Udupi, Shivamogga","₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
Administration Executive,A1 Advance,"Kalaburagi, Koppal, Mangaluru, Vijayapura, Chitradurga, Hosapete, Bangalore, Gadag, Uttara Kannada, Davangere, Tumakuru, Hassan, Udupi, Shivamogga, Ballari","₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
Videographer,Funscholar,Kolkata,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago
IT-Project Co- Ordinator,A1 Advance,"Gadag, Davangere, Uttara Kannada, Bangalore, Hassan, Shivamogga, Udupi, Hosapete, Tumakuru, Kalaburagi, Mangaluru, Koppal, Ballari, Chitradurga, Vijayapura","₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
Field Sales Executive,Venon Hospitality,Mumbai,"₹ 5,00,000",0-5 years,1 week ago
Corporate Sales Executive,Panjab Jewelry,Amritsar,"₹ 2,00,000",0-2 years,1 week ago
Business Development Executive,Glamplus,Bangalore,"₹ 3,00,000 - 3,50,000",0-2 years,1 week ago
Corporate Sales Associate,Enprise Enlisting Pvt. Ltd.,"Delhi, Gurgaon","₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
Associate Telecaller,Lakhan  Rajput,Pune,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago
Sales Executive,Razor Infotech Private Limited,Noida,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
Travel Sales Agent,BPS Media And Production Pvt.Ltd.,Noida,"₹ 2,00,000 - 7,00,000",0-5 years,1 week ago
Data Entry Executive,Choko La,North West,"₹ 2,00,000 - 2,10,000",0-2 years,1 week ago
E-Commerce Account Manager - International Business (B2C),Jagdamba Trading Company,Work from home,"₹ 2,50,000 - 4,00,000",0-2 years,1 week ago
Service Technician,Lavanya JN,"Yalahanka, Sanjay Nagar","₹ 2,00,000 - 2,04,000",0-2 years,1 week ago
Business Development Manager,Nexbrands Inc,Gurgaon,"₹ 2,40,000 - 3,60,000",0-2 years,1 week ago
Junior Graphic Designer,LocoBuzz,Mumbai,"₹ 2,00,000",0-2 years,1 week ago
Shift Operator,CN Water Systems Private Limited,"Hyderabad, Visakhapatnam, Bangalore, Mumbai, Chennai, Indore, Pune","₹ 2,40,000 - 2,66,065",0-2 years,1 week ago
Corporate Sales Manager,RAJPUTANA REALTY PRIVATE LIMITED,Siliguri,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago
MER Operations - Quality Control Associate,Visit Health Private Limited,Noida,"₹ 2,16,000 - 2,40,000",0-2 years,1 week ago
E-commerce Executive,Chordia Jewels,Jaipura,"₹ 2,00,000 - 4,00,000",0-2 years,1 week ago
Sales Executive,Baweja Media,Work from home,"₹ 4,00,000 - 10,00,000",0-5 years,1 week ago
Personal Assistant,WhizJuniors,Mumbai,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago
Product Specialist,Startoon Labs Private Limited,Hyderabad,"₹ 2,40,000 - 3,00,000",0-2 years,1 week ago
Super Intendent,A1 Advance,Work from home,"₹ 5,00,000 - 7,00,000",0-5 years,1 week ago
Data Entry Executive,A1 Advance,"Gurdaspur, Jalalabad, Phillaur, Chandigarh, Firozpur, Amritsar, Bathinda, Jalandhar, Ludhiana, Patiala, Phagwara, Rajpura, Shaheed Bhagat Singh Nagar, Kapurthala, Hoshiarpur","₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
Data Entry Executive,A1 Advance,"Jabalpur, Indore, Katni, Ratlam, Sagar, Satna, Singrauli, Ujjain, Burhanpur, Khandwa, Bhopal, Dewas, Bhind, Gwalior, Rewa","₹ 4,00,000 - 6,00,000",0-5 years,1 week ago
Full Stack Developer,Mayur Tekchandaney,Mumbai,"₹ 4,80,000 - 6,60,000",0-5 years,1 week ago
Sales Executive,Biman Realty Solutions,Pune,"₹ 2,50,000 - 3,00,000",0-2 years,1 week ago
Digital Marketing Associate,Sunita Gupta Jewellery,Mumbai,"₹ 2,00,000 - 2,49,998",0-2 years,1 week ago
Human Resources (HR) Associate,SmartBrew Solutions Private Limited,Delhi,"₹ 2,00,000 - 3,60,000",0-2 years,1 week ago
